Matrikel,Nachname,Vorname,Email,Studiengang,Abschluss,Regelstudienzeit,Imma,Exma,Semester
2873825,Liebl,Hans-Friedrich,hl8hrbt@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3583505,Peters,Baerbel,bp23kzkl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2828608,Hannemann,Lars,lh55cxlz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3936117,Krause,Renate,rk11enoe@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3592683,Albert,Gertrud,ga53nrpk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2554353,Daniel,Reinhard,rd61umhs@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3155140,Scholz,Agnes,as73ybem@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2811434,Voigt,Thomas,tv41jbpg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3307751,Kramer,Walter,wk93yjjg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2945677,Mock,Regina,rm43qmhu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3524253,Hansen,Holger,hh79lfmw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3450035,Hoehn,Monika,mh6wkjn@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2851693,Krey,Roselinde,rk17mxgd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2704440,Muehlberger,Theo,tm39bwoz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3258928,Hecht,Susann,sh51sguc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3385247,Klose,Guenter,gk0qukf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3246436,Wiedemann,Johann,jw18hnmr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3577854,Bormann,Ilona,ib88txlj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3255300,Seifert,Erika,es52nxau@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2465834,Kindler,Elfriede,ek0ndfh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3807055,Lueders,Holger,hl77dvrc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3463754,Fiebig,Mechthild,mf46xomj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3127106,Heider,Heinz,hh24ghnf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2843193,Tolksdorf,Uwe,ut70otfl@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3398256,Baier,Stefanie,sb0ucfz@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3692137,Post,Rene,rp58qajm@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3163111,Schroeter,Renate,rs60ltrg@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3877056,Nickel,Christina,cn67hizu@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3610034,Schmidt,Heidemarie,hs82vxzh@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3403053,Hoelscher,Sophia,sh18lblr@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3684022,Maier,Christian,cm96zaya@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2867038,Boettcher,Robert,rb94gabd@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3029075,Fath,Hans-Peter,hf17sxzs@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3527438,Sigl,Helmut,hs33pglx@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2453337,Wetzel,Elke,ew97iejf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3477978,Mueller,Silke,sm39tjqw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2783402,Piller,Stefanie,sp10lkas@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2868687,Haug,Ivonne,ih83qffc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2496133,Kempf,Karl,kk47nzyr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3830302,Appel,Willi,wa45avpc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2986949,Dieckmann,Christian,cd7bfug@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3912127,Schmid,Werner,ws95srzv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3576206,Wagner,Christine,cw17nocg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2528097,Gross,Karin,kg77swew@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3747066,Huth,Christian,ch64ahrc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2367332,Baumert,Sven,sb30utve@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3086102,Dreher,Manuel,md41bcdj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2881419,Rupprecht,Helmut,hr80kbld@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2783421,Stein,Martina,ms53bpzu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3092068,Kunkel,Katrin,kk41pckz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2909555,Niemeyer,Ramona,rn21fuds@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2469579,Greiner,Elisabeth,eg69tatm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3155009,Henkel,George,gh64mxah@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3535914,Woelfel,Robert,rw96ngpj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3143130,Brandl,Rudi,rb51tetd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3400556,Schindler,Werner,ws11obqf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3226567,Schuetz,Christine,cs33oqum@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3613475,Klostermann,Silke,sk45rkly@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2355955,Mueller,Stefanie,sm17ryda@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3149685,Huebner,Barbara,bh63spjl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3531117,Kuehl,Ernst,ek72ragu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2890948,Esser,Julia,je40wyky@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
2399648,Grau,Rolf-Dieter,rg41fewp@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3729968,Starke,Horst,hs37iqbx@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
2383120,Wirth,Nicole,nw34oing@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3195563,Petersen,Richard,rp22jkpq@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
2428059,Rottmann,Isabella,ir56ymzg@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3531365,Jahn,Susanne,sj50aufr@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,5
2977409,Lang,Rainer,rl36lszj@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,5
2551907,Bock,Doris,db60coxm@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3384590,Forster,Tino,tf46odxc@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2796538,Schreck,Andreas,as47gsnq@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3112895,Ullrich,Jutta,ju92qpsf@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3124020,Maisch,Anna-Marie,am75uyet@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3454313,Schaefer,Sarah,ss47uvrr@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,5
3454563,Berner,Yvonne,yb5zptc@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3148771,Ehrlich,Thomas,te43ypvn@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3877225,Schulz,Uwe,us49pkgz@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3039433,Weber,Stefanie,sw54rviy@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3894672,Leder,Hans-Juergen,hl25mbdt@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3741473,Richter,Monika,mr36bnwe@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2751871,Hoffmann,Barbara,bh75qski@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2626805,Jungmann,Ernst,ej72swgu@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2766131,Ziegler,Marion,mz98expq@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3183654,Brunner,Wolfgang,wb36ecwu@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3370698,Schaller,Horst,hs10bhtk@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3648162,Strasser,Nicole,ns40sytz@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2360054,Koerner,Emma,ek34dxtd@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3239718,Muench,Maria,mm75bkso@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3829731,Haas,Susanne,sh77flgy@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
2820783,Hierl,Rainer,rh42fehg@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2555353,Ebert,Ursula,ue75hyaa@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2860166,Guhl,Guenter,gg17lxhl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3173296,Volkmann,Willi,wv16nvps@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2522516,Behrendt,Christian,cb82gibh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2698449,Oberlaender,Hans-Ulrich,ho20ytum@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3850170,Sauer,Erika,es43rsbc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2514733,Koenig,Anja,ak85nwdx@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3343709,Meyer,Arno,am72zmzh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3189626,Buecker,Waltraut,wb46wowp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2845675,Fuhr,Heinz,hf97dmce@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3589297,Stier,Johann,js42pdir@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2637085,Wulf,Luise,lw24nulr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3878392,Mehnert,Artur,am15dbqc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2764147,Reimann,Renate,rr75ajhc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2424056,Hermes,Elfriede,eh44xbjj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3218234,Lehmann,Albert,al69aisw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2478222,Sieber,Alexander,as30ssxw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3349420,Weitzel,Kurt,kw9gdgc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3081568,Middendorf,Werner,wm66phtd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3802238,Riemann,Christine,cr89gyhl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3867021,Holz,Anja,ah36qycu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2394070,Kayser,Gustav,gk14dxpo@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3652343,Boecker,Jacqueline,jb85hraz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3597191,Friedrich,Guenter,gf38hkug@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3272791,Schlegel,Johann,js40sqdy@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3014873,Theil,Luise,lt42bdaq@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3478046,Linder,Peter,pl91gqjg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3428515,Roemer,Erika,er56oqdg@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2419134,Goehring,Sevim,sg54jutj@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
2804376,Hofer,Albert,ah66ezts@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3445008,Arndt,Sybille,sa61karr@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3769576,Doering,Heinz,hd73vaug@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3082695,Weiss,Bruno,bw45xebq@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2499624,Becker,Anette,ab14irss@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3330552,Schmidt,Andreas,as2kgqv@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3224911,Seewald,Jutta,js94kuxl@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2486230,Krause,Melanie,mk59widv@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3751218,Moeller,Ramona,rm73rqdh@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3471063,Engelbrecht,Marietta,me24hnfm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3797131,Hamann,Christian,ch92vcvy@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2988676,Suess,Robert,rs82qujx@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3488794,Adler,Friedhelm,fa1bbhl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2388677,Pawlowski,Helmut,hp90jrhd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2537476,Scheuermann,Martina,ms13ihfe@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3850850,Kiefer,Silke,sk38femp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2489800,Koslowski,Michaela,mk36wchk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3590920,Cornelius,Siglinde,sc7brlz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3555811,Hahn,Karl,kh69sszz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3922865,Herter,Harald,hh85rukt@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3461026,Koch,Guenther,gk47rgcy@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2619123,Buerger,Klaus,kb60wdge@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2738596,Gruber,Birgit,bg98refw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3508719,Schwandt,Rita,rs4hnvv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3641537,Wegner,Anna,aw41gxgz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3684736,Mueller,Monika,mm55kjna@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2359179,Schmid,Dieter,ds10ptqv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3507233,Haensch,Joachim,jh60lrde@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3015658,Kaden,Vera,vk99ycfm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3694017,Beck,Wolfgang,wb57czys@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2816493,Ehrhardt,Gisela,ge83cwio@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3200789,Scheel,Ulrike,us48ijiv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3039995,Strauch,Stephan,ss80uodv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3186973,Lehner,Magdalene,ml36lcrf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2698522,Ott,Hans-Jochen,ho91lmmp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3684147,Kluge,Winfried,wk10yomz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3314611,Mattes,Helmuth,hm24ynpo@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,6
3408971,Friedrich,Josef,jf62shti@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,5
2889956,Hennig,Anneliese,ah27nhek@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3821093,Volz,Hilde,hv33lali@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3689810,Beil,Liselotte,lb98wdsn@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3014776,Redlich,Ingrid,ir42nlfg@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3571598,Schuhmann,Kurt,ks91anzq@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3705308,Koester,Jens,jk88dtuj@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3494474,Lange,Gottfried,gl96lrvq@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,6
2638797,Ecker,Juergen,je6jkyx@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,6
2859106,Hiller,Inge,ih76oqdi@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2378843,Theis,Silvia,st42xtxu@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2511879,Wuttke,Margit,mw89sqty@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3292800,Ochs,Sabine,so94vbmk@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3619158,Schneider,Franz,fs13pugh@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
2978757,Christ,Josef,jc91pgua@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3839605,Hamann,Anneliese,ah56cuey@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3748078,Szymanski,Horst,hs90bukp@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
2988470,Ahrens,Karen,ka52fxdw@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2831881,Mielke,Ingrid,im53wtjg@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2735321,Ring,Harold,hr23siow@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3315708,Hochmuth,Erhard,eh6ptam@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3415258,Kowalski,Christof,ck78jaxj@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3073199,Boehme,Juergen,jb43pwbn@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
2993779,Exner,Inge,ie31pkxk@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3087188,Siegert,Hilde,hs43vdjp@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3908938,Werner,Elsbeth,ew32ojyf@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3632794,Mueller,Sabine,sm85pscv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3365018,Philipp,Franz,fp49aqsw@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3315806,Hartwig,Jens,jh38pedg@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
2447709,Krueger,Emil,ek55pcuu@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3689986,Geier,Stefan,sg11pfqy@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
2383851,Hildebrand,Helene,hh50peoc@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2018,8
3549467,Zimmer,Gertraud,gz34tmun@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3498680,Butz,Danuta,db17gigm@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
2932142,Resch,Marianne,mr22nvib@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
2561022,Schumacher,Friedrich,fs21aaoc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3792719,Koester,Bianca,bk10jefo@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3217144,Merz,Manfred,mm52ufim@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2442371,Engelmann,Frank,fe42ofcw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2606022,Hofmann,Sonja,sh57rkwz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3031121,Weiss,Bruno,bw85undg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2514389,Bitzer,Siegrid,sb15aagu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2753024,Pelz,Christa,cp15sbrn@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3904934,Schoen,Norbert,ns85vgse@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2704961,Kappes,Irene,ik16dtjq@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2824223,Ley,Michael,ml85jbdv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2392807,Tietze,Arthur,at12cocz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2572267,Bartels,Karin,kb1jaew@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3232792,Sauer,Ulrike,us40lwol@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2453644,Schneller,Janus,js51wswh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3068970,Hornig,Kirsten,kh53gurd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3378204,Maurer,Manfred,mm10vbkp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3170900,Engelhardt,Stefan,se68dknf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3700949,Graeber,Anke,ag59mffg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3742007,Simon,Mario,ms96slxg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3187066,Wiesner,Petra,pw39zqto@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2647326,Peters,Marianne,mp47dwbw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2809679,Rosin,Friedrich,fr75vzsk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3365595,Jaeger,Silke,sj20dixa@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3662045,Kurz,Michael,mk56wwju@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3022556,Brand,Bernd,bb26icgr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3363309,Fleischer,Sonja,sf54tvji@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3218519,Arnold,Klaus,ka37iseg@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2997521,Denk,Birgit,bd75gggh@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3157792,Schlicht,Silvia,ss64plsq@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3150444,Wagner,Frieda,fw47nmvo@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2505970,Kress,Elise,ek40cehg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2695921,Ott,Dieter,do7astj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2885644,Hartmann,Paul,ph29rvma@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2839298,Klein,Guenther,gk54hdid@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2446967,Weyer,Valentin,vw33fhmu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3037929,Bongartz,Gisela,gb33asiw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
